Uid,Liked Song,ArtistUid
Chancharlie_,608140,LeeSunWang
Chancharlie_,592525,whytetete
Chancharlie_,493012,9m88baba
Chancharlie_,597323,goodhoodbnd
Chancharlie_,580037,michael0228
Chancharlie_,605151,SunnyLch
Chancharlie_,583085,left7792
Chancharlie_,591160,SunnyLch
Chancharlie_,590727,SunnyLch
Chancharlie_,555263,left7792
Chancharlie_,554138,left7792
Channel7band,655356,nanakao0619
Channel7band,630666,nanakao0619
Channel7band,630667,nanakao0619
Channel7band,630668,nanakao0619
Channel7band,630675,nanakao0619
Channel7band,628015,Channel7band
Channel7band,627769,raspy_firefly_01h
Channel7band,627332,Channel7band
Channel7band,626671,danhsueh
Channel7band,626744,Channel7band
Channel7band,623985,janeeyrerose
Channel7band,625057,sandwichfail
Channel7band,593010,JADE_official_tw
Channel7band,593786,JADE_official_tw
Channel7band,573700,keynocee
Channel7band,611679,Channel7band
Channel7band,611037,nanakao0619
Channel7band,563009,nanakao0619
Channel7band,538521,Cicadatw
Channel7band,606998,Channel7band
Channel7band,605237,yettobeartists
Channel7band,599172,DayDayDavis
Charleschang,671046,Dean829
Charleschang,675270,popoj820927
Charleschang,672140,wc109101065
Charleschang,672212,GummyBBB
Charleschang,673454,Charleschang
Charleschang,672611,GummyBBB
Charleschang,671479,GummyBBB
Charleschang,651745,yf____c
Charleschang,629912,yiting_chang_
Chen_ni,614872,popoj820927
Chen_ni,670479,greeeeeeen
Chen_ni,670605,lucymeow
Chen_ni,669808,anthony0926handsome
Chen_ni,657151,anti_talent
Chen_ni,631476,_xxslowly34
Chenmax0,595738,Chenmax0
Chenmax0,668597,tigtheirongiant
Chenmax0,670605,lucymeow
Chenmax0,671398,jillstark
Chenmax0,668598,tigtheirongiant
Chenmax0,669610,cityronin
Chenmax0,624514,Chenmax0
Chenmax0,666617,Chenmax0
Chenmax0,666098,gabuiui
Chenmax0,665578,L8ching
Chenmax0,601857,thaeiht1
Chenmax0,329868,chanwanvincy
Chenmax0,329871,chanwanvincy
Chenmax0,652849,franklintelescope
Chenmax0,655684,Chenmax0
Chenmax0,655680,Chenmax0
Chenmax0,655675,Chenmax0
Chenmax0,376252,subyub
Chenmax0,646372,mxxdlife
Chenmax0,610075,warconvict
Chenmax0,597680,in_____fun
Chenmax0,587525,warconvict
Chenmax0,585796,warconvict
Chenmax0,587285,warconvict
Chenmax0,582097,mcdouble8
Chenmax0,393131,eijitao1110
Chih1012,671473,GummyBBB
Chih1012,668802,Jinboismyname
Chih1012,664569,ozioffcl
Chih1012,654351,anthony0926handsome
Chih1012,618960,humanhart
Chih1012,613424,Jinboismyname
Chih1012,512892,BackMountKrew
Chih1012,563845,johnnnnnn
Chill_Bros,555161,laytonwoohbill
Chill_Bros,585927,PrintedNoiseLab
Chill_Bros,583292,jamesjohanneschan
ChuNoodleChuNoodle,659657,baifiasili
ChuNoodleChuNoodle,634800,svradio
ChuNoodleChuNoodle,630600,rubyfatale
ChuNoodleChuNoodle,628393,sosoheroesband
ChuNoodleChuNoodle,572965,ChuNoodleChuNoodle
ChuNoodleChuNoodle,607052,sosoheroesband
ChuNoodleChuNoodle,572954,ChuNoodleChuNoodle
ChuNoodleChuNoodle,572959,ChuNoodleChuNoodle
Claydermentis,674352,MajoDashin
Claydermentis,673432,Qbopypy
Claydermentis,665667,MajoDashin
Claydermentis,658026,Claydermentis
Claydermentis,653683,Qbopypy
Claydermentis,647686,MajoDashin
Claydermentis,634646,MajoDashin
Claydermentis,627964,MajoDashin
Claydermentis,627962,MajoDashin
Claydermentis,620122,Qbopypy
Claydermentis,618015,Claydermentis
Claydermentis,611290,dereklin9
Claydermentis,610631,Claydermentis
Claydermentis,608973,Hazi_mingli
Claydermentis,610497,Claydermentis
Claydermentis,598805,Claydermentis
Claydermentis,595312,Claydermentis
Claydermentis,591266,cloud0201
Claydermentis,581650,MajoDashin
Claydermentis,575061,MajoDashin
Claydermentis,569432,MajoDashin
Claydermentis,565399,MajoDashin
Claydermentis,563276,Claydermentis
Claydermentis,561948,MajoDashin
Claydermentis,489327,flykite2017
Claydermentis,369774,flykite2016
Claydermentis,335070,flykite2015
Claydermentis,335076,flykite2015
Claydermentis,335160,flykite2015
Claydermentis,334665,flykite2015
Claydermentis,335025,flykite2015
Claydermentis,335043,flykite2015
Claydermentis,334786,flykite2015
Claydermentis,335505,flykite2015
Claydermentis,334677,flykite2015
Claydermentis,334662,flykite2015
Claydermentis,209124,rabadee
Coleskuanyu,666045,Coleskuanyu
Coleskuanyu,657804,madeinbackstation
Coleskuanyu,650508,magotsao
Coleskuanyu,641127,limitpapa
Coleskuanyu,648110,limitpapa
Coleskuanyu,647706,kellyrock3722
Coleskuanyu,649113,meemeemaomao
Coleskuanyu,648788,magotsao
Coleskuanyu,648291,maomaoplanet
Coleskuanyu,645435,Coleskuanyu
Coleskuanyu,644470,Coleskuanyu
Coleskuanyu,625910,blowyourheart
Coleskuanyu,581182,collage7275
Coleskuanyu,551405,Bestards
Coleskuanyu,581509,hsienchinnng
Coleskuanyu,598260,Coleskuanyu
Coleskuanyu,570924,hsienchinnng
Coleskuanyu,595102,fiftybodyfifty
Coleskuanyu,479897,fubarsound
Coleskuanyu,495557,missbac
Coleskuanyu,534511,nononsensecollective
Coleskuanyu,584350,softlipa
Coleskuanyu,582895,june222248
Coleskuanyu,297898,maryseethefuture
Coleskuanyu,557420,zos
Coleskuanyu,546622,lukechan168
Coleskuanyu,546623,lukechan168
Coleskuanyu,571646,ControlT
Coleskuanyu,571743,louie0630
Coleskuanyu,539106,nononsensecollective
Coleskuanyu,558414,chairchairmusic
Coleskuanyu,562248,Marz23
Coleskuanyu,563510,aaasi
Coleskuanyu,533556,softlipa
Coleskuanyu,556201,wearewang
Coleskuanyu,377432,sweetjohnband
Coleskuanyu,364042,accusefive
Coleskuanyu,398341,accusefive
Coleskuanyu,536786,accusefive
Coleskuanyu,536786,accusefive
Coleskuanyu,542964,accusefive
Coleskuanyu,552524,accusefive
Coleskuanyu,361046,accusefive
Coleskuanyu,361762,accusefive
Coleskuanyu,544996,yasakamark
Coleskuanyu,547048,danniyeats
Coleskuanyu,516467,wearewang
Coleskuanyu,371223,TinTenTan
Coleskuanyu,545844,missbac
Coleskuanyu,362155,ControlT
Coleskuanyu,509401,YIBAI_100
Coleskuanyu,469211,whocares2016
Coleskuanyu,368817,accusefive
Coleskuanyu,516462,wearewang
Coleskuanyu,487892,xiezhiping
Coleskuanyu,516457,wearewang
Coleskuanyu,489452,2017flykite
Coleskuanyu,390381,VastHazy
Coleskuanyu,482011,fangdongdemao
Coleskuanyu,387411,VastHazy
Coleskuanyu,406536,AirDoll
Coleskuanyu,479622,ocat601
Coleskuanyu,479692,hollyloutaiwan
Coleskuanyu,479902,fubarsound
Coleskuanyu,478652,tinading518
Coleskuanyu,372594,HelloNico
Coleskuanyu,369672,flykite2016
Coleskuanyu,349605,goodband
Coleskuanyu,194514,escape_plan
Coleskuanyu,411061,accusefive
Coleskuanyu,392681,goodband
Coleskuanyu,362448,accusefive
Coleskuanyu,361768,accusefive
Coleskuanyu,374174,VastHazy
Coleskuanyu,408727,candlekuo
Coleskuanyu,374980,ControlT
Coleskuanyu,470002,perse
Coleskuanyu,376145,fourpens
Coleskuanyu,261004,HelloNico
ComradeXiangyu,142904,TAGMUSIC
ComradeXiangyu,636680,buried_bg
ComradeXiangyu,588833,ComradeXiangyu
ComradeXiangyu,588832,ComradeXiangyu
ComradeXiangyu,556973,ComradeXiangyu
ComradeXiangyu,557027,wecynicalboyz
ComradeXiangyu,556186,liangfu2017
ComradeXiangyu,357376,akayoungpeach
ComradeXiangyu,551040,liangfu2017
ComradeXiangyu,542235,liangfu2017
Conehead,630982,blowyourheart
Conehead,622689,jennyfan511
Conehead,172285,aagoodday
Conehead,624320,jillstark
Conehead,371120,car5on
Conehead,601761,dropp
Conehead,547616,zcrighthere
Conehead,566397,Conehead
Conehead,557897,Conehead
Conehead,548680,floyd_huang
Conehead,557167,floyd_huang
Conehead,565618,dropp
Conehead,520901,everfor
Conehead,554957,zcrighthere
Conehead,563680,zcrighthere
Conehead,561531,dizkar
Conehead,562106,BeatmakersTaipei
Conehead,560706,fubarsound
Conehead,399816,thisisyoyo
Conehead,299377,nagisatodoroki
Conehead,557975,Conehead
Conehead,488197,bryansoulmusic
Conehead,367811,bobbykaycoolson
Conehead,493012,9m88baba
Conehead,499507,chillouttree
Conehead,499457,chillouttree
Conehead,473677,UnderU
Conehead,373949,BeatmakersTaipei
Conehead,371125,BeatmakersTaipei
Conehead,369832,BeatmakersTaipei
Conehead,166353,aristophanes
Conehead,161718,makerokita
Conehead,36750,InspiredOnce
Conehead,160297,liulewie
Conehead,159688,E2die
Conehead,159684,E2die
Conehead,159689,E2die
Conehead,759,SonicDeadhorse
Conehead,100633,SonicDeadhorse
Conehead,148535,SonicDeadhorse
Conehead,159636,strike126
Conehead,159247,verygood123
Conehead,109929,soundzimage
Conehead,158571,poe4ever
Conehead,63213,rhymebot
Conehead,117150,Cuteboy
Conehead,158065,poe4ever
Conehead,157023,abtrap
Conehead,154735,ingwengo
Conehead,143375,verygood123
Conehead,153125,Tek
Conehead,117776,ru040228
Conehead,31008,Motion
Conehead,31050,Motion
Conehead,155733,dbt_panda
Conehead,150172,gn00476239
Conehead,142550,gn00476239
Conehead,133454,gn00476239
Conehead,153448,gn00476239
Conehead,154811,verygood123
Conehead,156495,verygood123
Conehead,94759,Rez
Conehead,129842,Rez
Conehead,154674,Rez
Conehead,92449,rabbit2222
Conehead,74974,monix
Conehead,106823,kay159321
Conehead,146525,kay159321
Conehead,84942,kay159321
Conehead,108679,kay159321
Conehead,133582,Cuteboy
Conehead,154611,leeky37
Conehead,125262,hsinpei
Conehead,148417,wweibird
Conehead,119112,Cicadatw
Conehead,151243,slash0715
Conehead,139113,slash0715
Conehead,83431,icekrozz
Conehead,99312,icekrozz
Conehead,153118,poe4ever
Conehead,153109,verygood123
Conehead,152701,mcxiao
Conehead,138870,xvp74411
Conehead,151004,verygood123
Conehead,110422,hanslin
Conehead,142610,hanslin
Conehead,142611,hanslin
Conehead,150919,tsuru10
Conehead,150627,verygood123
Conehead,149091,Lilice
Conehead,94775,Cuteboy
Conehead,148790,Cuteboy
Conehead,148328,poe4ever
Conehead,147744,justcurious
Conehead,147332,joshboi0807
Conehead,56110,kjilmari
Conehead,114274,strike126
Conehead,139037,casparwai
Conehead,113689,tj3391
Conehead,144956,casparwai
Conehead,49914,14production
Conehead,71036,14production
Conehead,92471,14production
Conehead,141481,major
Conehead,144258,wangjasonstussy
Conehead,7852,joeslowlyman
Conehead,141819,softlipa
Conehead,43631,bedroomjoint
Conehead,70212,soundzimage
Conehead,70213,soundzimage
Conehead,68531,soundzimage
Conehead,70382,soundzimage
Conehead,133229,leeky37
Conehead,121752,verygood123
Conehead,133333,verygood123
Conehead,140011,eijitao1110
Conehead,112544,l1211y
Conehead,139361,verygood123
Conehead,139920,joshboi0807
Conehead,112147,NANMEN
Conehead,105711,verygood123
Conehead,111838,verygood123
Conehead,82854,verygood123
Conehead,117385,jethop
Conehead,119828,jethop
Conehead,136834,fran1024
Conehead,117645,VHF
Conehead,82524,ghettochild
Conehead,70637,ghettochild
Conehead,33736,jimmy1983062222
Conehead,111711,telephonebooth
Conehead,111721,telephonebooth
Conehead,117269,l1211y
Conehead,138029,April_20
Conehead,108240,jacky26572984
Conehead,95366,monkey025
Conehead,67243,hanslin
Conehead,97555,Ceezy
Conehead,133851,justcurious
Conehead,128589,andyf565
Conehead,128582,andyf565
Conehead,82871,venven
Conehead,132977,smmaooo
Conehead,117377,tbflow
Conehead,131244,justcurious
Conehead,18769,angelo2roll
Conehead,46735,angelo2roll
Conehead,94883,leeky37
Conehead,73341,Ceezy
Conehead,77155,Ceezy
Conehead,119435,14production
Conehead,85356,thepoeticgenius
Conehead,113695,makerokita
Conehead,102926,smmaooo
Conehead,64953,smmaooo
CuifengWizard54,680018,thisafternooon
CuifengWizard54,642053,17_MoreDaysz
CuifengWizard54,671853,FUHEYU
CuifengWizard54,671248,thisafternooon
CuifengWizard54,671234,CuifengWizard54
CuifengWizard54,665628,CuifengWizard54
CuifengWizard54,662055,jingwu_571
CuifengWizard54,661453,SorryYouth
CuifengWizard54,662161,sweetjohnband
CuifengWizard54,662552,sean842850
CuifengWizard54,663245,CuifengWizard54
CuifengWizard54,652852,franklintelescope
CuifengWizard54,608088,lukechan168
CuifengWizard54,659933,jiexi_zhao
CuifengWizard54,616659,17_MoreDaysz
CuifengWizard54,115925,maryseethefuture
CuifengWizard54,115926,maryseethefuture
CuifengWizard54,297898,maryseethefuture
CuifengWizard54,304445,maryseethefuture
CuifengWizard54,115923,maryseethefuture
CuifengWizard54,602466,collage7275
CuifengWizard54,581182,collage7275
CuifengWizard54,606597,tenderwavescoming
CuifengWizard54,657804,madeinbackstation
CuifengWizard54,592525,whytetete
CuifengWizard54,657080,lucymeow
CuifengWizard54,657849,lucymeow
CuifengWizard54,649717,lucymeow
CuifengWizard54,658671,lucymeow
CuifengWizard54,659426,CuifengWizard54
CuifengWizard54,657954,CuifengWizard54
CuifengWizard54,479902,fubarsound
CuifengWizard54,559523,HelloNico
CuifengWizard54,567041,TinTenTan
CuifengWizard54,564531,wenda
CuifengWizard54,352359,FUHEYU
CuifengWizard54,368619,FUHEYU
CuifengWizard54,510327,PruneDeer
CuifengWizard54,510322,PruneDeer
CuifengWizard54,390066,thisisyoyo
DAWAV,669899,DAWAV
DAWAV,667522,DAWAV
DAWAV,660049,DAWAV
DAWAV,657729,DAWAV
DAWAV,652079,DAWAV
DAWAV,650519,DAWAV
DAWAV,654486,DAWAV
DAWAV,647605,DAWAV
DAWAV,645441,DAWAV
DAWAV,605317,DAWAV
DAWAV,605318,DAWAV
DAWAV,605327,DAWAV
DAWAV,605331,DAWAV
DAWAV,605332,DAWAV
DAWAV,605333,DAWAV
DAWAV,605336,DAWAV
DAWAV,624843,DAWAV
DAWAV,629433,DAWAV
DAWAV,634677,DAWAV
DAWAV,641907,DAWAV
DAWAV,626042,DAWAV
DAWAV,643766,DAWAV
DAWAV,632644,DAWAV
DAWAV,627001,DAWAV
DAWAV,616625,DAWAV
DAWAV,605334,DAWAV
DJGround,615684,KueiGun
DJGround,603431,DJGround
DJGround,592658,DJGround
DSPS,643002,DSPS
DSPS,617418,DSPS
DSPS,609730,L8ching
DSPS,557636,DSPS
DSPS,557634,DSPS
DSPS,557635,DSPS
DSPS,557633,DSPS
DSPS,557597,DSPS
DSPS,557598,DSPS
DSPS,557553,DSPS
DSPS,557552,DSPS
DSPS,376232,DSPS
DSPS,376231,DSPS
DSPS,376230,DSPS
DSPS,557474,DSPS
DSPS,557475,DSPS
DUF,648820,goldink0515
DUF,616500,ZEO_WATER
DUF,611777,dachen223
DUF,598448,DUF
DUF,611710,Hard
DUF,611334,DUF
DUF,603710,johnnnnnn
DUF,594873,6XT7
DUF,593907,Marz23
DUF,593756,dachen223
DUF,579110,hu999123
DUF,579176,hu999123
DUF,571998,DUF
DUF,570641,StevenYW
DUF,570528,dachen223
DUF,569384,ZEO_WATER
DUF,569386,ZEO_WATER
DUF,569383,ZEO_WATER
DUF,567039,StevenYW
DUF,565211,dachen223
DUF,531209,gaojiafeng
DUF,562436,ZEO_WATER
DUF,562248,Marz23
DUF,560819,Marz23
DUF,560721,johnnnnnn
DUF,559767,johnnnnnn
DUF,559583,ZEO_WATER
DUF,557416,Marz23
DUF,550673,Marz23
DUF,553102,Marz23
DUF,549471,DUF
DUF,545818,datsdashit
DUF,544848,BackMountKrew
DUF,530496,BackMountKrew
DUF,527987,xyhan96
Darkduckisme,680320,legend_of_vessels
Darkduckisme,680182,legend_of_vessels
Darkduckisme,679877,divine_cell_2zj
Darkduckisme,677695,connie1118
Darkduckisme,675744,legend_of_vessels
Darkduckisme,676155,legend_of_vessels
Darkduckisme,676220,legend_of_vessels
Darkduckisme,676374,legend_of_vessels
Darkduckisme,676492,legend_of_vessels
Darkduckisme,676826,legend_of_vessels
Darkduckisme,677248,legend_of_vessels
Darkduckisme,677304,legend_of_vessels
Darkduckisme,676712,legend_of_vessels
Darkduckisme,677482,legend_of_vessels
Darkduckisme,676981,Leewei69
Darkduckisme,677124,legend_of_vessels
Darkduckisme,677356,sun_flow
Darkduckisme,676905,legend_of_vessels
Darkduckisme,677082,wearekulumaha
Darkduckisme,677088,wearekulumaha
Darkduckisme,677052,wearekulumaha
Darkduckisme,676818,qwe90011228
Darkduckisme,676817,qwe90011228
Darkduckisme,617598,g5sh
Darkduckisme,676661,legend_of_vessels
Darkduckisme,676598,24prbl
Darkduckisme,676297,legend_of_vessels
Darkduckisme,676032,legend_of_vessels
Darkduckisme,676097,live_grace23
Darkduckisme,658024,tepc_music
Darkduckisme,663227,tepc_music
Darkduckisme,643624,w2__17
Darkduckisme,675745,legend_of_vessels
Darkduckisme,599546,sparkling_rice_1cu
Darkduckisme,618383,sparkling_rice_1cu
Darkduckisme,621546,sparkling_rice_1cu
Darkduckisme,628044,sparkling_rice_1cu
Darkduckisme,652830,sparkling_rice_1cu
Darkduckisme,654078,sparkling_rice_1cu
Darkduckisme,661155,sparkling_rice_1cu
Darkduckisme,664524,sparkling_rice_1cu
Darkduckisme,674161,sparkling_rice_1cu
Darkduckisme,675658,legend_of_vessels
Darkduckisme,662870,g5sh
Darkduckisme,674203,PuFFcorn
Darkduckisme,674833,zhcband
Darkduckisme,675626,Darkduckisme
Darkduckisme,645519,Leewei69
Darkduckisme,637883,Leewei69
Darkduckisme,653720,Leewei69
Darkduckisme,657555,Leewei69
Darkduckisme,661520,Leewei69
Darkduckisme,618407,roye1106
Darkduckisme,642920,roye1106
Darkduckisme,619997,roye1106
Darkduckisme,642921,roye1106
Darkduckisme,664612,roye1106
Darkduckisme,674506,moonmoonmmmm
Darkduckisme,656981,UFIN
Darkduckisme,675617,legend_of_vessels
Darkduckisme,675469,legend_of_vessels
Darkduckisme,675284,legend_of_vessels
Darkduckisme,671040,24prbl
Darkduckisme,550940,GreyEYES
Darkduckisme,629912,yiting_chang_
Darkduckisme,666091,konwang3
Darkduckisme,661521,Leewei69
Darkduckisme,657285,jayliu_1010
Darkduckisme,648543,moonmoonmmmm
Darkduckisme,630239,etmusic
Darkduckisme,643307,etmusic
Darkduckisme,643308,etmusic
Darkduckisme,640472,moonmoonmmmm
Darkduckisme,631852,etmusic
Darkduckisme,629820,etmusic
Darkduckisme,630678,etmusic
Darkduckisme,602887,sparkling_rice_1cu
Darkduckisme,610125,PuFFcorn
Darkduckisme,610965,PuFFcorn
Darkduckisme,566421,hsienchinnng
Darkduckisme,570924,hsienchinnng
David_0912,559318,softlipa
DayDayDavis,650902,RobotSwing
DayDayDavis,635239,ezshen
Dean829,671485,GummyBBB
Dean829,672611,GummyBBB
Dean829,671480,GummyBBB
Dean829,671479,GummyBBB
Dean829,672212,GummyBBB
Dean829,671046,Dean829
Dean829,670822,_lh__1999
Dean829,668414,Dean829
Dean829,666862,linjheyu
Dean829,662821,kuanurboi
Dean829,662827,kuanurboi
Dean829,662828,kuanurboi
Dean829,662826,kuanurboi
Dean829,662822,kuanurboi
Dean829,662823,kuanurboi
Dean829,658888,Dean829
Dean829,655539,mandark
Dean829,657080,lucymeow
Dean829,656244,kuanurboi
Dean829,656248,kuanurboi
Dean829,656243,kuanurboi
Dean829,630788,EdisonSong
Dean829,637097,feedpigs
Dean829,637096,feedpigs
Dean829,634631,mandark
Dean829,636604,Dean829
Dean829,587320,ozioffcl
Dean829,627004,tnuahiphop
Dean829,502436,GALI
Dean829,625567,ozioffcl
Dean829,625381,Pony5ibe
Dean829,533556,softlipa
Dean829,584350,softlipa
Dean829,590735,ill_mo
Dean829,601466,ill_mo
Dean829,591990,ill_mo
Dean829,624380,chang_wu
Dean829,600691,shuya_
Dean829,624053,yellowhippy420
Dean829,624374,chang_wu
Dean829,624916,chang_wu
Dean829,617709,linion_linion
Dean829,595740,ChihSiou_
Dean829,624046,Onstudio
Dean829,624536,ill_mo
Dean829,614304,HighBoy
Dean829,624014,SoulFaofficial
Dean829,623762,linion_linion
Dean829,593333,s4203871017
Dean829,613836,solomomliu
Dean829,579246,yellowhippy420
Dean829,540210,orangechang
Dean829,623070,formoza
Dean829,622376,doojay98
Dean829,609550,Fogbow2013
Dean829,622850,joeyhuang
Dean829,622900,hoganisnotaname
Dean829,601764,LexieLiu
Dean829,574292,ill_mo
Dean829,614449,itsyourfault
Dean829,622119,ill_mo
Dean829,397141,vacuumusic
Dean829,548474,88risingRecordsLLC
Dean829,621614,Dean829
Dean829,621633,tommy_whipping
Dean829,614006,zenbothasizip
Dean829,619418,ShadowProject
Dean829,618484,ozioffcl
Dean829,570098,linion_linion
Dean829,617598,g5sh
Dean829,616005,howeazy242
Dean829,614014,zenbothasizip
Dean829,614387,leonzheng
Dean829,610833,hsienchinnng
Dean829,611185,laytonwoohbill
Dean829,590487,dropp
Dean829,609719,DayDayDavis
Dean829,608140,LeeSunWang
Dean829,566421,hsienchinnng
Dean829,559318,softlipa
Dean829,608543,itsyourfault
Dean829,607293,Dean829
Dean829,605094,8bkuo
Dean829,605573,Hard
Dean829,533191,doojay98
Dean829,603710,johnnnnnn
Dean829,603628,Dean829
Dean829,603232,OldSlutDistortion
Dean829,600482,fishlin
Dean829,601483,ozioffcl
Dean829,570924,hsienchinnng
Dean829,600372,yuchangmusic
Dean829,600073,y310
Dean829,599747,SoulFaofficial
Dean829,596989,naau_eucna
Dean829,598913,y310
Dean829,599157,Dean829
Dean829,597325,goodhoodbnd
Dean829,595187,hsienchinnng
Dean829,569736,SoulFaofficial
Dean829,592397,SoulFaofficial
Dean829,528981,leonzheng
Dean829,200344,Baobu
Dean829,587285,warconvict
Dean829,590468,leonzheng
Dean829,565233,BackMountKrew
Dean829,397211,8th_St_Encounters
Dizparity,305558,Skier
Dizparity,626172,lucymeow
Dizparity,625185,Dizparity
Dizparity,560377,shaohaomusic
Dizparity,552597,rubyfatale
Dizparity,548557,Sophysophyw
Dizparity,548093,Immanuel
Dizparity,504992,shaohaomusic
Dizparity,482467,wavesdoppler
Dizparity,476352,wavesdoppler
Dizparity,474737,Dizparity
Dizparity,470128,barkher
Dizparity,374502,troy55555
Dizparity,374724,troy55555
Dizparity,398366,Dizparity
Dizparity,387656,BeatmakersTaipei
Dizparity,377304,theother
Dizparity,374434,mu_nest
Dizparity,372269,BeatmakersTaipei
Dizparity,371356,Dizparity
Dizparity,190236,jariel211
Dizparity,367758,Dizparity
Dizparity,363578,Dizparity
Dizparity,363396,Dizparity
Dizparity,360273,Dizparity
ENWHY,671046,Dean829
ENWHY,674153,AgustinShen
ENWHY,671714,Andy970029
ENWHY,673666,wayu_woys
ENWHY,672400,yf____c
ENWHY,668135,GummyBBB
ENWHY,672212,GummyBBB
ENWHY,673035,lil_karbi
ENWHY,672140,wc109101065
ENWHY,667223,ted78247820
ENWHY,666862,linjheyu
ENWHY,665659,dayu0609
ENWHY,666137,ted78247820
ENWHY,662119,ted78247820
ENWHY,659760,_pe630arl
ENWHY,659003,asskid_errorfrequency
ENWHY,658442,lil_karbi
ENWHY,656597,zac60422
ENWHY,651745,yf____c
ENWHY,647704,NCCU_heyin
ENWHY,647702,ENWHY
ENWHY,647861,ychuan0821
ENWHY,644882,kjtien
ENWHY,644556,popoj820927
ENWHY,645030,Jabbertu
ENWHY,643086,shu05229970
ENWHY,642758,peach_jaye_23
ENWHY,643228,lil_happy_lif3
ENWHY,642548,Someshit
ENWHY,641604,shuya_
ENWHY,640844,Double_H
ENWHY,638160,ryanlin
ENWHY,640522,_pe630arl
ENWHY,638969,lil_happy_lif3
ENWHY,637187,sweetmachine
ENWHY,636531,leafyeh
ENWHY,637145,Jabbertu
ENWHY,636588,shu05229970
ENWHY,636110,yiting_chang_
ENWHY,635609,lil_giant
ENWHY,635129,lil_karbi
ENWHY,634921,Johnchen4real
ENWHY,634457,faibaofibo
ENWHY,633389,Bestards
ENWHY,633470,faibaofibo
ENWHY,630539,llccltheband
ENWHY,629672,Rooftopmob
ENWHY,628656,TheGirlTheRobots
ENWHY,627643,collage7275
ENWHY,628482,coverbybc_
ENWHY,629401,VastHazy
ENWHY,627434,aun04178ofe
ENWHY,629647,ychuan0821
ENWHY,629912,yiting_chang_
ENWHY,591880,TNTBoii
ENWHY,628977,lil_karbi
ENWHY,628435,lil_giant
ENWHY,626968,Jabbertu
ENWHY,626919,faibaofibo
ENWHY,625737,redleey_3
ENWHY,624536,ill_mo
ENWHY,626394,Pony5ibe
ENWHY,625508,kuanurboi
ENWHY,624241,Jabbertu
ENWHY,621348,primary
ENWHY,622528,Maochun
ENWHY,621490,kuanurboi
ENWHY,623048,Jabbertu
ENWHY,618389,goodband
ENWHY,614872,popoj820927
ENWHY,622272,murkyghost
ENWHY,589085,collage7275
ENWHY,581182,collage7275
ENWHY,622036,collage7275
ENWHY,622068,kuanurboi
ENWHY,620722,begone_1998
ENWHY,620405,faibaofibo
ENWHY,619435,teresa1010159
ENWHY,156838,yen1982
ENWHY,618753,tcfsh915006
ENWHY,618133,teresa1010159
ENWHY,618091,shu05229970
ENWHY,615347,bluechicks
ENWHY,614720,shuya_
ENWHY,615309,birstyle236016
ENWHY,614515,Zumi2019
ENWHY,614519,soundof2percent
ENWHY,614522,warconvict
ENWHY,613965,soundof2percent
ENWHY,613382,ychuan0821
ENWHY,611105,Bestards
ENWHY,612710,Bestards
ENWHY,567816,WalkingDownZhinanRoad
ENWHY,612505,flexkidz
ENWHY,612251,k87000214
ENWHY,610472,howeazy242
ENWHY,611857,k87000214
ENWHY,611279,KaoLin
ENWHY,611859,djmykal
ENWHY,610937,kuanurboi
ENWHY,610833,hsienchinnng
ENWHY,610279,joeyhuang
ENWHY,607568,Bestards
ENWHY,605398,howeazy242
ENWHY,605115,whytetete
ENWHY,557522,REX_bbk
ENWHY,604156,kuanurboi
ENWHY,509276,heatmark
ENWHY,566990,s4203871017
ENWHY,182024,downer
ENWHY,416635,aniefann
ENWHY,129430,Haormusic
ENWHY,583045,KaoLin
ENWHY,603130,KaoLin
ENWHY,603509,ENWHY
ENWHY,602812,kuanurboi
ENWHY,585514,whytetete
ENWHY,597859,gordon4x
ENWHY,599535,ShadowProject
ENWHY,595492,redleey_3
ENWHY,600691,shuya_
ENWHY,599643,UncleWill
ENWHY,592525,whytetete
ENWHY,598474,guanhau
ENWHY,598857,ChihSiou_
ENWHY,598350,birstyle236016
ENWHY,598053,jinjin823
ENWHY,596575,Someshit
ENWHY,598209,peach_jaye_23
ENWHY,590957,Onstudio
ENWHY,597988,ENWHY
ENWHY,597541,Marz23
ENWHY,597103,peach_jaye_23
ENWHY,597242,NCKillaz2017
ENWHY,590626,NCKillaz2017
ENWHY,592307,Rapguy
ENWHY,574920,thenextlty861031
ENWHY,587396,mzhenzu
ENWHY,573641,soundof2percent
ENWHY,578579,Rooftopmob
ENWHY,578582,Rooftopmob
ENWHY,590227,gjia4real
ENWHY,590883,Someshit
ENWHY,585501,faibaofibo
ENWHY,578929,johnnnnnn
ENWHY,572576,johnnnnnn
ENWHY,574292,ill_mo
ENWHY,499257,FoolAndIdiotBand
ENWHY,392681,goodband
ENWHY,566882,bisiugroup
ENWHY,570007,whocares2016
ENWHY,548294,FoolAndIdiotBand
ENWHY,569295,whocares2016
ENWHY,565233,BackMountKrew
ENWHY,566795,errorfrequency
ENWHY,559694,gabuiui
ENWHY,566743,NCKillaz2017
ENWHY,566296,errorfrequency
ENWHY,386071,ConstantanChange
ENWHY,562248,Marz23
ENWHY,559318,softlipa
ENWHY,556948,Bestards
ENWHY,561802,ConstantanChange
ENWHY,557153,errorfrequency
ENWHY,185568,whiteeyesonehalf
