bode,10008,833,11,0,Pop,2006-12-14
VerityPower,646984,10550,573,106,Pop,2021-05-24
yangjeff0405,555162,134,15,0,Hip hop / Rap,2018-04-29
legend_of_vessels,675658,71,4,2,Pop,2022-03-06
kumarathecat,577256,2627,115,8,Rock,2019-03-20
anubizbeat,150791,136,2,0,Hip hop / Rap,2011-09-12
angelo_leeric,581139,1386,25,0,Hip hop / Rap,2019-05-02
drogas,675882,728,80,14,Pop,2022-03-07
telephonebooth,111711,2087,7,0,Alternative,2010-05-05
vina1215,94173,45617,61,5,Pop,2009-10-16
svcollection,173664,41675,631,1,Folk,2012-07-28
Zone_K,607761,104,15,0,Hip hop / Rap,2020-03-14
angelo_leeric,633356,286,16,6,Hip hop / Rap,2021-01-20
thisisyoyo,49642,40284,340,8,Pop,2008-07-21
taiwankook,140097,3626,53,2,Alternative,2011-04-21
OOPIG,666812,30,9,2,Rock,2021-12-08
50hz,395116,765,24,0,Alternative,2017-02-01
liliumtaiwan,666755,6761,280,61,Alternative,2021-12-15
lpj2017,542346,72,7,0,Pop,2017-11-22
themajesticg,393886,8234,290,2,R&B / Soul,2017-01-26
electricmuse,391401,1655,63,0,Folk,2017-01-10
storymaker,669459,1820,101,168,Rock,2022-01-09
Kaleidoscope,54146,3710,22,3,Pop,2008-09-04
rolex,95111,118,1,0,Hip hop / Rap,2009-10-27
Buttergarden1769,606427,3118,103,11,Pop,2020-03-01
bbcd1010a,360987,45555,1701,14,Singer / Songwriter,2015-12-07
wenda,532471,1971,104,1,Folk,2017-10-12
ennogogo,126320,15600,390,6,Folk,2010-10-23
foxdon1029,681247,25157,1259,373,Hip hop / Rap,2022-04-15
BalladMan,664078,502,23,7,Rock,2021-10-29
minging27,169806,1706,14,0,Classical,2012-06-06
RakersL77,652735,99,7,1,Hip hop / Rap,2021-07-03
fuermosha335305,498652,2374,71,4,Post rock,2017-06-30
anyonesthere,644614,2760,89,37,Folk,2021-05-02
djvesta,63140,205,4,0,Electronic,2008-12-10
leegof,615126,1687,114,3,Singer / Songwriter,2020-06-09
blez,562934,1015,33,0,Electronic,2018-08-06
dingdingshishi,62855,17974,119,1,Soundtrack / New age,2008-12-06
Cliff949,547107,8283,307,16,Folk,2018-01-24
william810,609468,5046,259,5,Folk,2020-03-27
abandjust,582304,3340,230,11,Alternative,2019-05-17
renascimento,147338,237,4,0,Classical,2011-07-27
cozydiary,159057,57650,240,3,Folk,2012-01-04
liliumtaiwan,207889,822,36,3,Pop,2014-02-19
p23466286,509792,84,4,0,Hip hop / Rap,2017-08-01
miss810121,606564,41,1,1,Hip hop / Rap,2020-03-01
tomaawards,569583,3847,152,14,Rock,2018-11-28
danny_chiu,648869,239,26,30,Hip hop / Rap,2021-06-04
